localidad	especie	total	biomasa	densidad	latitud	longitud	year	month	day	region	temperatura
isla_cerralvo	Diadema_mexicanum	2.0	41.42	0.04	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Pinctada_mazatlanica	23.0	764.4846153846154	0.46	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Holacanthus_passer	2.0	1042.88556002571	0.02	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Lutjanus_argentiventris	4.0	1166.6202478304317	0.04	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Diadema_mexicanum	17.0	352.07	0.34	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Pinctada_mazatlanica	40.0	1329.5384615384614	0.8	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Lutjanus_argentiventris	1.0	291.6550619576079	0.01	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Pinctada_mazatlanica	9.0	299.1461538461538	0.18	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Holacanthus_passer	2.0	156.89472574586003	0.02	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Lutjanus_argentiventris	1.0	291.6550619576079	0.01	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Diadema_mexicanum	3.0	62.13	0.06	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Pinctada_mazatlanica	10.0	332.38461538461536	0.2	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Lutjanus_argentiventris	2.0	583.3101239152159	0.02	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Holacanthus_passer	1.0	138.69581223888392	0.01	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Pinctada_mazatlanica	9.0	299.1461538461538	0.18	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Holacanthus_passer	1.0	138.69581223888392	0.01	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Lutjanus_argentiventris	3.0	885.0685168102909	0.03	24.43486	-109.96716	2016	10	28	golfo	28.466198
isla_cerralvo	Pinctada_mazatlanica	4.0	132.95384615384614	0.08	24.43486	-109.96716	2016	10	28	golfo	28.466198
el_portugues	Stegastes_rectrifaenum	41.0	32.18904852877078	0.41	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	4.0	132.95384615384614	0.08	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	51.0	317.12541985232536	0.51	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	2.0	66.47692307692307	0.04	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Holacanthus_passer	1.0	138.69581223888392	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	2.0	1.5701974892083308	0.02	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	1.0	33.238461538461536	0.02	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Mycteroperca_rosacea	1.0	9.162968638167396	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	27.0	21.197666104312464	0.27	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	17.0	13.346678658270811	0.17	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	2.0	66.47692307692307	0.04	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	10.0	7.850987446041654	0.1	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	1.0	33.238461538461536	0.02	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Mycteroperca_rosacea	1.0	279.6084248390015	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Scarus_ghobban	20.0	1388.6738336952035	0.2	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	3.0	29.170010802604075	0.03	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Holacanthus_passer	1.0	138.69581223888392	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Scarus_ghobban	13.0	4771.847033668715	0.13	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	21.0	150.56064648064535	0.21	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Holacanthus_passer	2.0	660.1385922517389	0.02	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Mycteroperca_rosacea	4.0	497.24505456586905	0.04	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Scarus_ghobban	20.0	5413.113511234141	0.2	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	9.0	42.81884145982626	0.09	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	1.0	33.238461538461536	0.02	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Holacanthus_passer	1.0	521.442780012855	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Mycteroperca_rosacea	2.0	145.09108648457837	0.02	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	31.0	301.4234449602421	0.31	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	3.0	99.71538461538461	0.06	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	6.0	40.463545226013764	0.06	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Scarus_ghobban	1.0	270.655675561707	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	5.0	166.19230769230768	0.1	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	19.0	184.7434017498258	0.19	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Holacanthus_passer	3.0	798.8344044906228	0.03	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	6.0	199.43076923076922	0.12	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	17.0	165.2967278814231	0.17	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Mycteroperca_rosacea	1.0	279.6084248390015	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	6.0	199.43076923076922	0.12	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Stegastes_rectrifaenum	1.0	0.7850987446041654	0.01	24.74687	-110.67855	2016	10	29	golfo	27.8255424
el_portugues	Pinctada_mazatlanica	3.0	99.71538461538461	0.06	24.74687	-110.67855	2016	10	29	golfo	27.8255424
bajo_seco_sur	Holacanthus_passer	8.0	989.0695991791634	0.08	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Pinctada_mazatlanica	1.0	33.238461538461536	0.02	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Holacanthus_passer	4.0	434.28635022362784	0.04	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Isostichopus_fuscus	2.0	750.0	0.04	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Holacanthus_passer	2.0	277.39162447776783	0.02	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Pinctada_mazatlanica	4.0	132.95384615384614	0.08	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Lutjanus_argentiventris	5.0	1458.2753097880395	0.05	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Holacanthus_passer	2.0	277.39162447776783	0.02	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Pinctada_mazatlanica	6.0	199.43076923076922	0.12	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Holacanthus_passer	7.0	970.8706856721874	0.07	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Lutjanus_argentiventris	10.0	1839.2046519333774	0.1	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Acanthaster_planci	1.0	566.25	0.02	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Isostichopus_fuscus	2.0	750.0	0.04	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Holacanthus_passer	13.0	1562.0517616416753	0.13	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Lutjanus_argentiventris	5.0	380.9293421453378	0.05	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Isostichopus_fuscus	1.0	375.0	0.02	24.80856	-110.52517	2016	10	29	golfo	28.0054665
bajo_seco_sur	Pinctada_mazatlanica	1.0	33.238461538461536	0.02	24.80856	-110.52517	2016	10	29	golfo	28.0054665
el_cayo	Lutjanus_argentiventris	1.0	76.18586842906755	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Mycteroperca_rosacea	1.0	705.70873989595475	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Scarus_ghobban	5.0	1353.2783778085352	0.05	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	9.0	7.065888701437489	0.09	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	3.0	99.71538461538461	0.06	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Holacanthus_passer	4.0	434.28635022362784	0.04	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Lutjanus_argentiventris	4.0	951.1510543018913	0.04	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Mycteroperca_rosacea	1.0	72.54554324228918	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Scarus_ghobban	2.0	138.86738336952035	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	12.0	9.421184935249984	0.12	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Zanclus_cornutus	2.0	26.523107775209898	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	8.0	265.9076923076923	0.16	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Holacanthus_passer	7.0	970.8706856721874	0.07	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Lutjanus_argentiventris	18.0	3409.194103062829	0.18	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Scarus_ghobban	4.0	680.1787344929344	0.04	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	8.0	6.280789956833323	0.08	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Acanthaster_planci	1.0	566.25	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Lutjanus_argentiventris	27.0	1823.3315196932426	0.27	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Mycteroperca_rosacea	4.0	1544.534014412959	0.04	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	12.0	9.421184935249984	0.12	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Holacanthus_passer	7.0	1353.6176534461583	0.07	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Scarus_ghobban	2.0	138.86738336952035	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	3.0	29.170010802604075	0.03	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	5.0	166.19230769230768	0.1	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	5.0	30.740208291812404	0.05	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Scarus_ghobban	2.0	138.86738336952035	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	2.0	66.47692307692307	0.04	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Holacanthus_passer	20.0	2773.9162447776785	0.2	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	8.0	77.78669547361086	0.08	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Acanthaster_planci	1.0	566.25	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	5.0	166.19230769230768	0.1	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Mycteroperca_rosacea	1.0	279.6084248390015	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	8.0	68.84845728401368	0.08	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	3.0	99.71538461538461	0.06	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Holacanthus_passer	3.0	54.596740520928314	0.03	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Lutjanus_argentiventris	1.0	37.222919347825034	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Scarus_ghobban	4.0	59.45604433445561	0.04	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	17.0	165.2967278814231	0.17	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Acanthaster_planci	1.0	566.25	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	12.0	398.86153846153843	0.24	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Holacanthus_passer	2.0	3.040209247632249	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Lutjanus_argentiventris	8.0	254.24755662297179	0.08	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Scarus_ghobban	2.0	67.196530061943065	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Zanclus_cornutus	1.0	13.261553887604949	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Acanthaster_planci	1.0	566.25	0.02	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	15.0	498.57692307692304	0.3	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Holacanthus_passer	1.0	18.198913506976105	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Lutjanus_argentiventris	1.0	9.723336934201358	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	10.0	97.23336934201357	0.1	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Zanclus_cornutus	1.0	13.261553887604949	0.01	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	26.0	864.1999999999999	0.52	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Stegastes_rectrifaenum	8.0	77.78669547361086	0.08	24.87346	-110.60406	2016	10	29	golfo	27.8612309
el_cayo	Pinctada_mazatlanica	20.0	664.7692307692307	0.4	24.87346	-110.60406	2016	10	29	golfo	27.8612309
las_animas	Holacanthus_passer	3.0	37.91793163776833	0.03	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	1.0	76.18586842906755	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Mycteroperca_rosacea	1.0	279.6084248390015	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	20.0	15.701974892083308	0.2	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Zanclus_cornutus	4.0	53.046215550419795	0.04	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Isostichopus_fuscus	1.0	375.0	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	2.0	66.47692307692307	0.04	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	9.0	5144.6107394927	0.09	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	20.0	3678.4093038667547	0.2	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Mycteroperca_rosacea	1.0	279.6084248390015	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	27.0	21.197666104312464	0.27	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Zanclus_cornutus	3.0	39.78466166281485	0.03	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	2.0	66.47692307692307	0.04	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	5.0	144.7762307341484	0.05	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	17.0	2372.5057309368503	0.17	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	7.0	5.495691212229158	0.07	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Zanclus_cornutus	7.0	92.83087721323464	0.07	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Acanthaster_planci	1.0	566.25	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Isostichopus_fuscus	3.0	1125.0	0.06	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	6.0	199.43076923076922	0.12	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	6.0	350.1872785056722	0.06	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	11.0	2561.798100948066	0.11	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	25.0	19.627468615104135	0.25	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Zanclus_cornutus	9.0	238.19638630049985	0.09	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Isostichopus_fuscus	1.0	375.0	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	1.0	33.238461538461536	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	3.0	1541.5794283333792	0.03	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	2.0	1.5701974892083308	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Zanclus_cornutus	3.0	662.1642055316169	0.03	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Diadema_mexicanum	15.0	310.65000000000003	0.3	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	3.0	99.71538461538461	0.06	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	75.0	58.882405845312405	0.75	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Diadema_mexicanum	5.0	103.55000000000001	0.1	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	2.0	66.47692307692307	0.04	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	16.0	57.25277086165261	0.16	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	9.0	756.337911995269	0.09	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	1.0	291.6550619576079	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	5.0	166.19230769230768	0.1	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	2.0	583.3101239152159	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	20.0	114.02259497765242	0.2	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	7.0	931.9681693135703	0.07	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Mycteroperca_rosacea	1.0	705.70873989595475	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	8.0	265.9076923076923	0.16	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	4.0	38.89334773680543	0.04	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	2.0	583.3101239152159	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	10.0	1035.583552278349	0.1	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Mycteroperca_rosacea	2.0	1921.842978082454	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	3.0	99.71538461538461	0.06	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	5.0	331.98836499869617	0.05	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	8.0	6.280789956833323	0.08	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Diadema_mexicanum	1.0	20.71	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Pinctada_mazatlanica	3.0	99.71538461538461	0.06	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Holacanthus_passer	2.0	156.89472574586003	0.02	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Lutjanus_argentiventris	1.0	76.18586842906755	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Mycteroperca_rosacea	1.0	9.162968638167396	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Stegastes_rectrifaenum	3.0	2.355296233812496	0.03	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Zanclus_cornutus	1.0	13.261553887604949	0.01	25.11358	-110.50777	2016	10	30	golfo	27.7291107
las_animas	Diadema_mexicanum	2.0	41.42	0.04	25.11358	-110.50777	2016	10	30	golfo	27.7291107
isla_san_diego	Holacanthus_passer	3.0	416.0874367166517	0.03	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Lutjanus_argentiventris	14.0	3005.824899763809	0.14	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Stegastes_rectrifaenum	6.0	4.710592467624992	0.06	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Pinctada_mazatlanica	4.0	132.95384615384614	0.08	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Holacanthus_passer	4.0	554.7832489555357	0.04	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Mycteroperca_rosacea	1.0	705.70873989595475	0.01	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Scarus_ghobban	1.0	270.655675561707	0.01	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Stegastes_rectrifaenum	4.0	3.1403949784166616	0.04	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Pinctada_mazatlanica	5.0	166.19230769230768	0.1	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Holacanthus_passer	2.0	277.39162447776783	0.02	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Lutjanus_argentiventris	3.0	874.9651858728238	0.03	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Mycteroperca_rosacea	3.0	1483.9630230341986	0.03	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Stegastes_rectrifaenum	4.0	3.1403949784166616	0.04	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Pinctada_mazatlanica	2.0	66.47692307692307	0.04	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Lutjanus_argentiventris	11.0	1484.4521333053642	0.11	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Mycteroperca_rosacea	3.0	850.7998263805331	0.03	25.2043	-110.6949	2016	10	30	golfo	27.6062069
isla_san_diego	Scarus_ghobban	2.0	959.0857682455885	0.02	25.2043	-110.6949	2016	10	30	golfo	27.6062069
